name,address,lat,lng
Cửa hàng Xăng dầu Petrolimex Số 15,"5WHM+XRP, KCN, Long Hồ, Vĩnh Long",10.1799667,105.9345654
Cửa hàng Xăng dầu Petrolimex Số 31,"6WPJ+GX2, Tân Hạnh, Long Hồ, Vĩnh Long",10.2362544,105.9323986
Cửa hàng Xăng dầu Petrolimex Số 16,"6W7Q+GJ8, QL1A, Tân Hạnh, Long Hồ, Vĩnh Long",10.213778,105.9390821
Cửa hàng Xăng dầu Petrolimex Số 23,"23 Trần Đại Nghĩa, Phường 4, Vĩnh Long",10.2397803,105.9836828
Cửa hàng Xăng dầu Petrolimex Số 03,"7X37+W3W, Phạm Hùng, Vĩnh Long",10.2548567,105.9627147
Cửa hàng Xăng dầu Petrolimex Số 06,"641 Trần Phú, Phường 4, Vĩnh Long",10.245506,105.9833261
Cửa hàng Xăng dầu Petrolimex Số 32,"6XR2+FXX, QL53, Phường 8, Vĩnh Long",10.241239,105.9524918
Cửa hàng Xăng dầu Petrolimex Số 68,"71/22A Đ. Phó Cơ Điều, Phường 3, Vĩnh Long",10.2344825,105.9658838
Cửa hàng Xăng dầu Petrolimex Số 17,"7X24+CQ3, Phường 9, Vĩnh Long",10.2510027,105.9569074
Cửa hàng Xăng dầu Petrolimex Số 27,"5W4F+2VP, QL1A, Hoà Phú, Long Hồ, Vĩnh Long",10.1550931,105.9246905
Cửa hàng Xăng dầu Petrolimex Số 37,"7X53+8J4, Phạm Hùng, Vĩnh Long",10.2582532,105.9540739
Cửa hàng Xăng dầu Petrolimex tân vạn lợi,"6W2V+42J, QL1A, Tân Hạnh, Long Hồ, Vĩnh Long",10.2003282,105.9425225
Cửa hàng Xăng dầu Petrolimex Số 10,"ĐT902, An Phước, Mang Thít, Vĩnh Long",10.2335597,106.1057941
Cửa hàng Xăng dầu Petrolimex Số 2,"2A Nguyễn Huệ, Phường 1, Vĩnh Long",10.2544523,105.9629299
Cửa hàng Xăng dầu Petrolimex Số 41,"54XR+P7X, ĐT902, An Phước, Mang Thít, Vĩnh Long",10.1993514,106.1407329
Cửa hàng Xăng dầu Petrolimex Số 25,"Phú Quới, Long Hồ, Vĩnh Long",10.1614508,105.9227648
Cửa hàng Xăng dầu Petrolimex Số 13,"7W94+232, QL80, Tân Hoà, Vĩnh Long",10.2675069,105.9051531
Cửa hàng Xăng dầu Petrolimex Số 01,"210A Lê Thái Tổ, Phường 1, Vĩnh Long",10.2548109,105.9635377
Cửa hàng Xăng dầu Petrolimex Số 30,"52C9+7RW, QL53, Long An, Long Hồ, Vĩnh Long",10.1707466,106.0195887
Cửa hàng Xăng dầu Petrolimex Số 18,"52CC+7PP, ĐT903, Long An, Long Hồ, Vĩnh Long",10.1707077,106.0218406
Cửa hàng Xăng dầu Petrolimex Số 35,"5WRQ+69M, Phước Long, Long Hồ, Vĩnh Long",10.1905846,105.9384286
Cửa hàng Xăng dầu Petrolimex Số 75,"33/5F Phạm Thái Bường, Phường 4, Vĩnh Long",10.2413572,105.9801662
Cửa hàng Xăng dầu Petrolimex Số 74,"67/25E, Đ. Phó Cơ Điều, Phường 4, Vĩnh Long",10.2336742,105.9816313
Cửa hàng Xăng dầu Petrolimex Số 09,"4X5C+J5W, Mỹ Lộc, Tam Bình, Vĩnh Long",10.1091157,105.9704384
Cửa hàng Xăng dầu Petrolimex Số 62,"52Q9+748, QL53, tt. Long Hồ, Long Hồ, Vĩnh Long",10.1881193,106.017847
Cửa hàng Xăng dầu Petrolimex Số 19,"635P+GVX, Nhơn Phú, Mang Thít, Vĩnh Long",10.2088668,106.0872459
Cửa hàng Xăng dầu Petrolimex Số 22,"67/24h Đ. Phó Cơ Điều, Phường 3, Vĩnh Long",10.2318677,105.9847403
Cửa hàng Xăng dầu Petrolimex Số 04,"30E QL80, Tân Hội, Vĩnh Long",10.2659653,105.8980325
Cửa hàng Xăng dầu Petrolimex Số 11,"ĐT909 An Hòa, tt. Long Hồ, Long Hồ, Vĩnh Long",10.176754,105.9837479
Cửa hàng Xăng dầu Petrolimex Số 08,"6WRQ+RWW, Đ. Phan Văn Đáng, Trường An, Long Hồ, Vĩnh Long",10.2421153,105.9398425
Cửa hàng Xăng dầu Petrolimex Số 63,"6X6W+F59, QL53, Long Phước, Long Hồ, Vĩnh Long",10.2111085,105.9954151
Cửa hàng Xăng dầu Petrolimex Số 21,"355W+JXW, Trung Ngãi, Vũng Liêm, Vĩnh Long",10.0591127,106.1974646
Cửa hàng Xăng dầu Petrolimex Số 14,"XW9H+H88, QL54, Trà Ôn, Vĩnh Long",9.968917,105.928316
Cửa hàng Xăng dầu Petrolimex Số 24,"6XMV+RGC, Thanh Đức, Long Hồ, Vĩnh Long",10.2345546,105.9937628
Cửa hàng Xăng dầu Petrolimex Số 42,"54F5+WRP, Cái Nhum, Mang Thít, Vĩnh Long",10.1748456,106.1095634
Cửa hàng Xăng dầu Petrolimex Số 76,"6W7X+M4C, Đinh Tiên Hoàng, Tân Hạnh, Long Hồ, Vĩnh Long",10.2141997,105.9477525
Cửa hàng Xăng dầu Petrolimex Số 57,"X35J+6JW, Hựu Thành, Trà Ôn, Vĩnh Long",9.9581168,106.0815717
Cửa hàng Xăng dầu Petrolimex Số 70,"6223+H6M, QL53, tt. Long Hồ, Long Hồ, Vĩnh Long",10.2014758,106.0030424
Cửa hàng Xăng dầu Petrolimex Số 29,"2X23+6R2, ĐT904, Loan Mỹ, Tam Bình, Vĩnh Long",10.0005021,105.9545184
Cửa hàng Xăng dầu Petrolimex Số 60,"197 Mười Bốn Tháng Chín, Phường 5, Long Hồ, Vĩnh Long",10.2580381,105.9995259
Cửa hàng Xăng dầu Petrolimex Số 45,"Tổ 20 ấp Thạnh An, Hoà Thạnh, Tam Bình, Vĩnh Long",10.1418174,106.0367429
Cửa hàng Xăng dầu Petrolimex Số 56,"XW7C+753, Trà Ôn, Vĩnh Long",9.9631474,105.9204215
Cửa hàng Xăng dầu Petrolimex Số 48,"QL53, Hiếu Phụng, Vũng Liêm, Vĩnh Long",10.086482,106.1108792
Cửa hàng Xăng dầu Petrolimex Số 7,"4WM8+VX7, QL1A, Song Phú, Tam Bình, Vĩnh Long",10.1346655,105.9174212
Cửa hàng Xăng dầu Petrolimex Số 44,"3X5Q+FWF, ĐT904, Mỹ Thạnh Trung, Tam Bình, Vĩnh Long",10.0586789,105.989806
Cửa hàng Xăng dầu Petrolimex Số 26,"43HP+W3G, Tân An Hội, Mang Thít, Vĩnh Long",10.1297847,106.0852591
"""Petrolimex Vĩnh long"" CỬA HÀNG 28","Tổ 05 ấp Thân Bình, Bình Phước, Mang Thít, Vĩnh Long 85000",10.1670451,106.0438336
Cửa hàng Xăng dầu Petrolimex Số 20,"52W8+428, ĐT909, Hoà Tịnh, Mang Thít, Vĩnh Long",10.1952857,106.0150824
Cửa hàng Xăng dầu Petrolimex Số 55,"35JR+4JF, QL53, Trung Thành, Vũng Liêm, Vĩnh Long",10.0803088,106.1915379
Cửa hàng Xăng dầu Petrolimex Số 49,"35JF+8X4, Trung Hiếu, Vũng Liêm, Vĩnh Long",10.0807746,106.1749578
Cửa hàng Xăng dầu Petrolimex Số 69,"XVVM+M2J, Đông Thành, Bình Minh, Vĩnh Long",9.994208,105.8825205
Cửa hàng Xăng dầu Petrolimex Số 59,"22PX+78V, ĐT901, Hoà Bình, Trà Ôn, Vĩnh Long",10.0357382,106.048306
Cửa hàng Xăng dầu Petrolimex Số 51,"QL53, Trung Nghĩa, Vũng Liêm, Vĩnh Long",10.0328784,106.2038841
Cửa hàng Xăng dầu Petrolimex Số 53,"465J+7CQ, Thanh Bình, Vũng Liêm, Vĩnh Long",10.1081906,106.2310463
Cây xăng Phú Vĩnh Long - Petrolimex,"117 QL1A, Tân Ngãi, Vĩnh Long",10.299406,105.9204648
Cửa hàng Xăng dầu Petrolimex Số 46,"3VXJ+V7C, QL1A, Tân Phú, Tam Bình, Vĩnh Long",10.0996838,105.8806495
Cửa hàng Xăng dầu Petrolimex Số 47,"24J5+FXQ, Hiếu Nhơn, Vũng Liêm, Vĩnh Long",10.0312194,106.1099951
Cửa hàng Xăng dầu Petrolimex Số 61,"522G+F6R, Long An, Long Hồ, Vĩnh Long",10.1512469,106.025531
Cửa hàng Xăng dầu Petrolimex Số 58,"3R6G+2JP, QL54, Đông Thuận, Bình Minh, Vĩnh Long",10.0600789,105.8265721
Cửa hàng Xăng dầu Petrolimex Số 73,"259 QL1A, Phú Thịnh, Tam Bình, Vĩnh Long",10.1395454,105.9188013
Cửa hàng Xăng dầu Petrolimex Số 38,"5QFG+FPJ, ĐT908, Tân Thành, Bình Tân, Vĩnh Long",10.1737278,105.7768069
Petrolimex số 33,"Tổ 13, ấp Tân Lộc, QL54, Tân Lược, Bình Tân, Vĩnh Long 85414",10.1377824,105.7192415
Cửa hàng Xăng dầu Petrolimex Số 66,"3RCF+925, Cái Vồn, Bình Minh, Vĩnh Long",10.0708846,105.8226004
Cửa hàng Xăng dầu Petimex Số 45 - Long Hiệp,"525C+MQ4, QL53, Tân Long, Long Hồ, Vĩnh Long",10.159141,106.0219533
Cửa hàng Xăng dầu Petrolimex Số 36,"200 QL1A, Song Phú, Tam Bình, Vĩnh Long",10.1111694,105.8914169
Cửa hàng Xăng dầu Petrolimex Số 39,"3Q8V+CFR, QL54, Thành Lợi, Bình Tân, Vĩnh Long",10.0661014,105.7936476
Cửa hàng Xăng dầu Petrolimex Số 49,"368X+J45, Unnamed, Road, Càng Long, Trà Vinh",10.066514,106.2478513
Cửa hàng Xăng dầu Petroimex Số 64,"72F4+5MP, Bình Hoà Phước, Long Hồ, Vĩnh Long",10.2729522,106.0067181
Cửa hàng Xăng dầu Petrolimex Số 42,"FCHP+V73, ĐT827, Vĩnh Công, Châu Thành, Long An",10.4796571,106.4356816
Cửa hàng Xăng dầu Petrolimex Số 43,"53CV+8C8, ĐT903, Cái Nhum, Mang Thít, Vĩnh Long",10.1707763,106.0935676
Cửa hàng Xăng dầu Petrolimex Số 52,"447J+FVH, ĐH 61, Trung Hiệp, Vũng Liêm, Vĩnh Long",10.1135942,106.1321381
Cửa hàng Xăng dầu Petrolimex Số 40,"62RW+MXW, ĐT902, Mỹ An, Mang Thít, Vĩnh Long",10.241727,106.0474399
Cửa hàng Xăng dầu Petrolimex Số 08,"2644+PC2, QL53, TT. Càng Long, Càng Long, Trà Vinh",10.0067667,106.2060158
Cửa hàng Xăng dầu Petrolimex Số 54,"454J+84F, Ấp Hòa Nghĩa, Vũng Liêm, Vĩnh Long",10.1058218,106.180283
Petrolimex Số 65,"4Q32+M3G, QL54, Tân Qưới, Bình Tân, Vĩnh Long",10.104197,105.7501915
Cửa hàng Xăng dầu Petrolimex Số 22,"2759+79P, Ấp Đon, Càng Long, Trà Vinh",10.0082226,106.2684506
CỬA HÀNG XĂNG DẦU CAM THỦY 22,"QL1A, Mỹ Hoà, Bình Minh, Vĩnh Long",10.0439973,105.8227865
Cửa Hàng Xăng Dầu Vĩnh Hưng - Petrolimex Trà Vinh số 35,"X9G2+5HR, Ấp, Trà Vinh",9.9754892,106.3514016
Cửa hàng Xăng dầu Petrolimex Số 03,"199 Nguyễn Đình Chiểu, Phường 8, Bến Tre",10.2375226,106.3927388
Cửa hàng Xăng dầu Petrolimex Số 56,"6844+524, ấp tân hòa trong, Mỏ Cày Bắc, Bến Tre",10.2053994,106.3050633
Cửa hàng Xăng dầu Petrolimex Số 18,"6GMG+M9P, ĐT883, Thới Lai, Bình Đại, Bến Tre",10.2342073,106.525948
Cửa hàng Xăng dầu Petrolimex Số 17,"6GX2+W85, ĐT883, Châu Hưng, Bình Đại, Bến Tre",10.2497606,106.5008527
Cửa hàng Xăng dầu Petrolimex Số 01,"63a Đại Lộ Đồng Khởi, P. Phú Khương, Bến Tre",10.2567076,106.3657018
Cửa hàng Xăng dầu Petrolimex Số 02,"493 Nguyễn Đình Chiểu, Phường 8, Bến Tre",10.2365069,106.3858668
Cửa hàng Xăng dầu Petrolimex Số 24,"6P42+W56, Bình Thới, Bình Đại, Bến Tre",10.2072895,106.7003775
Cửa hàng Xăng dầu Petrolimex Số 10,"77HM+3PG, ĐT884, An Hiệp, Châu Thành, Bến Tre",10.2776775,106.28434
Cửa hàng Xăng dầu Petrolimex Số 15,"894G+RJ4, ĐT883, Phú An Hoà, Châu Thành, Bến Tre",10.3070109,106.3765792
Cửa hàng Xăng dầu Petrolimex Số 58,"6F7R+CQW, Châu Hoà, Giồng Trôm, Bến Tre",10.2136163,106.4919658
Cửa hàng Xăng dầu Petrolimex Số 16,"7CW7+RWQ, Giao Long, Châu Thành, Bến Tre",10.2970992,106.4148503
Cửa hàng Xăng dầu Petrolimex Số 11,"89 ĐT884, Tiên Thuỷ, Châu Thành, Bến Tre",10.2763137,106.2646244
Cửa hàng Xăng dầu Petrolimex Số 31,"5C95+6G7, Phước Long, Giồng Trôm, Bến Tre",10.1680316,106.4087912
Cửa hàng Xăng dầu Petrolimex Số 32,"TL885, Ấp 1,, Giồng Trôm, Bến Tre",10.0998518,106.5001117
Cửa hàng Xăng dầu Petrolimex Số 47,"XFGV+99F, QL57, Mỹ Hưng, Thạnh Phú, Bến Tre",9.9759287,106.4934253
Cửa hàng Xăng dầu Petrolimex Số 38,"48WF+336, QL60, Đa Phước Hội, Mỏ Cày Nam, Bến Tre",10.1451538,106.3226475
Cửa hàng Xăng dầu Petrolimex Số 22,"TL 883, Ấp Bình Hòa, H T, Bình Thới, Bình Đại, Bến Tre",10.1952513,106.6893463
Cửa hàng Xăng dầu Petrolimex Số 26,"4M7V+4XX, Thạnh Phước, Bình Đại, Bến Tre",10.1128519,106.6949977
Cửa hàng Xăng dầu Petrolimex Số 50,"Giao Thạnh, Thạnh Phú, Bến Tre",9.8915357,106.6032597
Cửa hàng Xăng dầu Petrolimex Số 06,"69PV+72F, Phường 8, Bến Tre",10.2356902,106.3925369
Cửa hàng Xăng dầu Petrolimex Số 46,"2C3R+Q2P, QL57, Tân Phong, Thạnh Phú, Bến Tre",10.0044713,106.4400925
Cửa hàng Xăng dầu Petrolimex Số 08,"Nguyễn Thị Định, P, Bến Tre",10.2568918,106.3797999
Cửa hàng Xăng dầu Petrolimex Số 12,"767Q+7WQ, Tiên Thuỷ, Châu Thành, Bến Tre",10.2632232,106.2398545
Cửa hàng Xăng dầu Petrolimex Số 51,"744C+WHV, Khu phố 2, Chợ Lách, Bến Tre",10.2573439,106.1214522
Cửa hàng Xăng dầu Petrolimex Số 21,"5MXQ+3F6, Bình Thới, Bình Đại, Bến Tre",10.197651,106.6886448
Cửa hàng Xăng dầu Petrolimex Số 20,"6M26+VXV, ĐT883, Bình Thới, Bình Đại, Bến Tre",10.2022306,106.6624191
Cửa hàng Xăng dầu Petrolimex Số 19,"6J59+73F, ĐT883, Định Trung, Bình Đại, Bến Tre",10.2081941,106.617665
Cửa hàng Xăng dầu Petrolimex Số 09,"Hùng Vương, Phường, Bến Tre, Vĩnh Long",10.2314898,106.3645028
Cửa hàng Xăng dầu Petrolimex Số 28,"204 Nguyễn Thị Định, TT. Giồng Trôm, Giồng Trôm, Bến Tre",10.156319,106.5046288
Cửa hàng Xăng dầu Petrolimex Số 52,"65JQ+CV8, Long Thới, Chợ Lách, Bến Tre",10.2310299,106.189713
Cửa hàng Xăng dầu Petrolimex Số 05,"6CM5+CHH, ĐT885, Phú Hưng, Bến Tre",10.2335612,106.4089741
Cửa hàng Xăng dầu Petrolimex Số 33,"33/5 Trần Hưng Đạo, TT. Ba Tri, Ba Tri, Bến Tre",10.0425299,106.5928082
Cửa hàng Xăng dầu Perolimex Số 30,"4GX8+HHC, Bình Thành, Giồng Trôm, Bến Tre",10.1489347,106.5163933
Cửa hàng Xăng dầu Petrolimex Số 62,"4HFM+66F, ĐH173, Mỹ Chánh, Ba Tri, Bến Tre",10.1230548,106.5830335
Cửa hàng Xăng dầu Petrolimex Số 04,"509 QL60, Sơn Đông, Bến Tre",10.2599082,106.3612709
Cửa hàng Xăng dầu Petrolimex Số 25,"5P26+P8M, Thạnh Phước, Bình Đại, Bến Tre",10.1518337,106.7107885
Cửa hàng Xăng dầu Petrolimex Số 13,"79W5+W54, TT. Châu Thanh, Châu Thành, Bến Tre",10.2979091,106.3576166
Cửa hàng Xăng dầu Petrolimex Số 60,"Ấp giao hòa B, Thạnh Phú, Bến Tre",9.8818839,106.6097785
Cửa hàng Xăng dầu Petrolimex Số 27,"5M63+QXV, Đường Bắc Nam, Thạnh Trị, Bình Đại, Bến Tre",10.1619973,106.6549241
Cửa hàng Xăng dầu Petrolimex Số 42,"49R3+7XG, Định Thuỷ, Mỏ Cày Nam, Bến Tre",10.1406764,106.3549413
Cửa hàng Xăng dầu Petrolimex Số 43,"484W+8Q9, QL57, Đa Phước Hội, Mỏ Cày Nam, Bến Tre",10.1057822,106.3469993
Cửa hàng Xăng dầu Petrolimex Số 44,"3997+W74, QL57, An Định, Mỏ Cày Nam, Bến Tre",10.069764,106.3631921
Cửa hàng Xăng dầu Petrolimex Số 45,"29RH+W7M, QL57, Tân Trung, Mỏ Cày Nam, Bến Tre",10.0423267,106.3781603
Cửa hàng Xăng dầu Petrolimex Số 40,"38X2+V5C, QL60, An Thạnh, Mỏ Cày Nam, Bến Tre",10.0996982,106.3003901
CÂY XĂNG PETROLIMEX-CỬA HÀNG 07,"464 Nguyễn Huệ, P. Phú Khương, Bến Tre",10.2551418,106.3819951
Cửa hàng Xăng dầu Petrolimex Số 29,"5G44+22C, TT. Giồng Trôm, Giồng Trôm, Bến Tre",10.1550587,106.5050107
Cửa hàng Xăng dầu Petrolimex Số 41,"37CP+58M, QL60, Thanh Thoi B, Mỏ Cày Nam, Bến Tre",10.0712534,106.2849315
Cửa hàng Xăng dầu Petrolimex Số 53,"56JP+2FH, QL57, Hưng Khánh Trung, Chợ Lách, Bến Tre",10.1800526,106.2362218
Cửa hàng Xăng dầu Petrolimex Số 64,"2J5C+R4G, ĐT885, Tân Thuỷ, Ba Tri, Bến Tre",10.00957,106.6203341
Cửa hàng Xăng dầu Petrolimex Số 23,"5MVW+3WV, Đ. Đồng Khởi, TT. Bình Đại, Bình Đại, Bến Tre",10.1927409,106.6973087
Cửa Hàng Xăng Dầu Long Định,"7FG5+2X4, ĐT883, Long Định, Bình Đại, Bến Tre",10.2750014,106.4599657
Cửa hàng Xăng dầu Petrolimex Số 66,"3JFF+GCX, ĐH14, Phú Ngãi, Ba Tri, Bến Tre",10.0738749,106.6236046
PVOIL CỬA HÀNG BÁN LẺ XĂNG DẦU SỐ 39,"Tân Xuân, Ba Tri, Bến Tre",10.1207267,106.628962
Kho xăng dầu Petrolimex Bến Tre,"199B Nguyễn Đình Chiểu, khu phố 1, Bến Tre",10.2363295,106.3925216
Cửa hàng Xăng dầu Petrolimex Số 35,"58QJ+HM5 Chợ Xếp, QL60, Tân Thành Bình, Mỏ Cày Bắc, Bến Tre",10.1888851,106.3317243
PETROLIMEX - CỬA HÀNG 54,"QL57, Hưng Khánh Trung A, Mỏ Cày Bắc, Bến Tre 02753",10.1748399,106.2621496
Cửa hàng Xăng dầu Đại Lợi,"QL60, Sơn Đông, Bến Tre",10.2555954,106.3591951
Cửa hàng Xăng dầu Petrolimex Số 36,"48HJ+PQX, QL60, TT. Mỏ Cày, Mỏ Cày Nam, Bến Tre",10.1293526,106.3319931
Cửa hàng Xăng dầu Petrolimex Số 34,"2HPR+WHX, Võ Trường Toản, TT. Ba Tri, Ba Tri, Bến Tre",10.0373559,106.5914895
Công ty TNHH MTV Xăng dầu Bến Tre,"199B Nguyễn Đình Chiểu, Phường 8, Bến Tre",10.2372737,106.3917345
PVOIL PETROMEKONG CHXD SỐ 38,"QL60, An Khánh, Châu Thành, Bến Tre",10.3099156,106.3488337
Cửa hàng xăng dầu Ngã Năm,"149 Đ. Nguyễn Văn Tư, Phường 5, Bến Tre",10.2366347,106.3680752
Cửa Hàng Xăng Dầu Giồng Trôm Số 1,"892 ĐT885, Bình Thành, Giồng Trôm, Bến Tre",10.1347834,106.5046769
Dntn Linh Tâm - Đại Lý Xăng Dầu - Sài Gòn Petrolimex,"7CW6+XXX, ĐT883, Giao Long, Châu Thành, Bến Tre",10.2974942,106.4124923
Cửa hàng Xăng dầu Petrolimex Số 10,"ĐT902, An Phước, Mang Thít, Vĩnh Long",10.2335597,106.1057941
Cửa hàng Xăng dầu Petrolimex Số 40,"9864+HF3, ĐT870, Thạnh Phú, Châu Thành, Tiền Giang",10.3613941,106.30616
Cửa hàng Xăng dầu Petrolimex Số 12,"9C25+3GP, QL50, Tân Mỹ Chánh, Mỹ Tho, Tiền Giang",10.3502013,106.4088401
Cửa hàng Xăng dầu Tám Năng,"6HCJ+HGM, ĐT883, Lộc Thuận, Bình Đại, Bến Tre",10.2214535,106.581286
Petrolimex - Cửa hàng 14,"79C3+PV3, HL173 Mới, Sơn Đông, Bến Tre",10.2719237,106.3547899
Cửa hàng Xăng dầu Petrolimex Số 48,"tt. Thạnh Phú, Thạnh Phú, Bến Tre",9.9467972,106.5168545
Trạm xăng dầu Phi Long,"889X+G53, QL60, An Khánh, Châu Thành, Bến Tre",10.3187616,106.3479109
Cửa Hàng Xăng Dầu Vĩnh Hưng - Petrolimex Trà Vinh số 35,"X9G2+5HR, Ấp, Trà Vinh",9.9754892,106.3514016
Cửa hàng Xăng dầu Petrolimex Số 07,"86GX+76W, ĐT864, Kim Sơn, Châu Thành, Tiền Giang",10.3262883,106.2484243
Cửa hàng Xăng dầu Petrolimex Số 04,"287 Ấp Bắc, Phường 5, Mỹ Tho, Tiền Giang",10.3695649,106.3523938
Cửa Hàng Xăng Dầu Tân Thành - Petrolimex,"tt. Mỏ Cày, Mỏ Cày Nam, Bến Tre",10.126343,106.3318419
Petrolimex - Cửa hàng 57,"2HWM+XC2, ĐT885, An Bình Tây, Ba Tri, Bến Tre",10.0473413,106.5837372
Cửa hàng Xăng dầu Petrolimex Số 01,"63a Đại Lộ Đồng Khởi, P. Phú Khương, Bến Tre",10.2567076,106.3657018
Cửa hàng Xăng dầu Petrolimex Số 03,"199 Nguyễn Đình Chiểu, Phường 8, Bến Tre",10.2375226,106.3927388
Cửa hàng Xăng dầu Petrolimex Số 02,"493 Nguyễn Đình Chiểu, Phường 8, Bến Tre",10.2365069,106.3858668
